OrderNumber,Provider,EventTime,Status,SourceCity,SourceCountry,SourceLat,SourceLong,DestinationName,DestinationStreet,DestinationCity,DestinationZip,DestinationCountry,DestinationLat,DestinationLong,ShippingContents,WeightKg,FailureNote,Meta_CancelReason,Meta_RerouteCount,Meta_DowntimeHours,Meta_DelayHours
defa794a-3427-46f8-967e-056540a9b396,DPD,2025-05-25T04:01:40.184756Z,Routing,Tallinn,Estonia,59.437,24.7536,Autumn Matthews,High St 134,Prague,33416,Czech Republic,50.0755,14.4378,"[{""category"": ""Kids"", ""name"": ""Sunshine Yellow"", ""size"": ""36"", ""qty"": 2}, {""category"": ""Kids"", ""name"": ""Rainbow Dream"", ""size"": ""44"", ""qty"": 2}]",3.43,,,,,
defa794a-3427-46f8-967e-056540a9b396,DPD,2025-05-27T19:59:26.398530Z,Delivered,Tallinn,Estonia,59.437,24.7536,Autumn Matthews,High St 134,Prague,33416,Czech Republic,50.0755,14.4378,"[{""category"": ""Kids"", ""name"": ""Sunshine Yellow"", ""size"": ""36"", ""qty"": 2}, {""category"": ""Kids"", ""name"": ""Rainbow Dream"", ""size"": ""44"", ""qty"": 2}]",3.43,,,,,
6e94411e-f4cb-46b0-8740-5bf5425059a0,DPD,2025-05-08T01:32:44.327612Z,Dispatched,Stockholm,Sweden,59.3293,18.0686,Timothy Shelton,Oak St 102,Madrid,87719,Spain,40.4168,-3.7038,"[{""category"": ""Kids"", ""name"": ""Midnight Black"", ""size"": ""42"", ""qty"": 2}, {""category"": ""GenZ Pros"", ""name"": ""Sunshine Yellow"", ""size"": ""42"", ""qty"": 1}, {""category"": ""Colours"", ""name"": ""Unicorn Spark"", ""size"": ""40"", ""qty"": 1}]",3.91,,,,,
3d028372-fb19-4320-9e1a-554d54b00aa8,DPD,2025-05-14T09:34:49.867367Z,Dispatched,Berlin,Germany,52.52,13.405,Sandra Gill,Oak St 118,Helsinki,64376,Finland,60.1699,24.9384,"[{""category"": ""Altars"", ""name"": ""Tallinn Kids"", ""size"": ""44"", ""qty"": 2}, {""category"": ""GenZ Pros"", ""name"": ""Emerald Green"", ""size"": ""36"", ""qty"": 2}, {""category"": ""Kids"", ""name"": ""Rainbow Dream"", ""size"": ""42"", ""qty"": 2}]",6.67,,,,,
3d028372-fb19-4320-9e1a-554d54b00aa8,DPD,2025-05-16T07:05:07.124274Z,PickedUp,Berlin,Germany,52.52,13.405,Sandra Gill,Oak St 118,Helsinki,64376,Finland,60.1699,24.9384,"[{""category"": ""Altars"", ""name"": ""Tallinn Kids"", ""size"": ""44"", ""qty"": 2}, {""category"": ""GenZ Pros"", ""name"": ""Emerald Green"", ""size"": ""36"", ""qty"": 2}, {""category"": ""Kids"", ""name"": ""Rainbow Dream"", ""size"": ""42"", ""qty"": 2}]",6.67,,,,,
3d028372-fb19-4320-9e1a-554d54b00aa8,DPD,2025-05-18T23:25:58.758534Z,Routing,Berlin,Germany,52.52,13.405,Sandra Gill,Oak St 118,Helsinki,64376,Finland,60.1699,24.9384,"[{""category"": ""Altars"", ""name"": ""Tallinn Kids"", ""size"": ""44"", ""qty"": 2}, {""category"": ""GenZ Pros"", ""name"": ""Emerald Green"", ""size"": ""36"", ""qty"": 2}, {""category"": ""Kids"", ""name"": ""Rainbow Dream"", ""size"": ""42"", ""qty"": 2}]",6.67,,,,,
3d028372-fb19-4320-9e1a-554d54b00aa8,DPD,2025-05-20T21:03:26.141577Z,Delivered,Berlin,Germany,52.52,13.405,Sandra Gill,Oak St 118,Helsinki,64376,Finland,60.1699,24.9384,"[{""category"": ""Altars"", ""name"": ""Tallinn Kids"", ""size"": ""44"", ""qty"": 2}, {""category"": ""GenZ Pros"", ""name"": ""Emerald Green"", ""size"": ""36"", ""qty"": 2}, {""category"": ""Kids"", ""name"": ""Rainbow Dream"", ""size"": ""42"", ""qty"": 2}]",6.67,,,,,
653e54d6-97f4-4ba5-b088-bc2f995c8441,DPD,2025-05-27T17:40:33.929739Z,Dispatched,Tallinn,Estonia,59.437,24.7536,Joseph Kramer,Oak St 180,Brussels,25303,Belgium,50.8503,4.3517,"[{""category"": ""Altars"", ""name"": ""Rainbow Dream"", ""size"": ""38"", ""qty"": 1}, {""category"": ""Colours"", ""name"": ""Sunshine Yellow"", ""size"": ""44"", ""qty"": 2}, {""category"": ""Kids"", ""name"": ""Emerald Green"", ""size"": ""42"", ""qty"": 1}]",3.55,,,,,
653e54d6-97f4-4ba5-b088-bc2f995c8441,DPD,2025-05-30T15:13:56.143781Z,PickedUp,Tallinn,Estonia,59.437,24.7536,Joseph Kramer,Oak St 180,Brussels,25303,Belgium,50.8503,4.3517,"[{""category"": ""Altars"", ""name"": ""Rainbow Dream"", ""size"": ""38"", ""qty"": 1}, {""category"": ""Colours"", ""name"": ""Sunshine Yellow"", ""size"": ""44"", ""qty"": 2}, {""category"": ""Kids"", ""name"": ""Emerald Green"", ""size"": ""42"", ""qty"": 1}]",3.55,,,,,
653e54d6-97f4-4ba5-b088-bc2f995c8441,DPD,2025-06-03T09:21:28.799467Z,Routing,Tallinn,Estonia,59.437,24.7536,Joseph Kramer,Oak St 180,Brussels,25303,Belgium,50.8503,4.3517,"[{""category"": ""Altars"", ""name"": ""Rainbow Dream"", ""size"": ""38"", ""qty"": 1}, {""category"": ""Colours"", ""name"": ""Sunshine Yellow"", ""size"": ""44"", ""qty"": 2}, {""category"": ""Kids"", ""name"": ""Emerald Green"", ""size"": ""42"", ""qty"": 1}]",3.55,,,,,
653e54d6-97f4-4ba5-b088-bc2f995c8441,DPD,2025-06-04T15:35:48.442437Z,Delivered,Tallinn,Estonia,59.437,24.7536,Joseph Kramer,Oak St 180,Brussels,25303,Belgium,50.8503,4.3517,"[{""category"": ""Altars"", ""name"": ""Rainbow Dream"", ""size"": ""38"", ""qty"": 1}, {""category"": ""Colours"", ""name"": ""Sunshine Yellow"", ""size"": ""44"", ""qty"": 2}, {""category"": ""Kids"", ""name"": ""Emerald Green"", ""size"": ""42"", ""qty"": 1}]",3.55,,,,,
b515cc2e-dffd-4cc4-bf85-9d9f258261ed,DPD,2025-05-27T17:34:23.567979Z,Dispatched,Stockholm,Sweden,59.3293,18.0686,Linda Rasmussen,Oak St 46,Oslo,72299,Norway,59.9139,10.7522,"[{""category"": ""Altars"", ""name"": ""Tallinn Kids"", ""size"": ""40"", ""qty"": 1}, {""category"": ""GenZ Pros"", ""name"": ""Emerald Green"", ""size"": ""42"", ""qty"": 1}, {""category"": ""Altars"", ""name"": ""Midnight Black"", ""size"": ""40"", ""qty"": 2}]",3.44,,,,,
b515cc2e-dffd-4cc4-bf85-9d9f258261ed,DPD,2025-05-30T09:52:09.395826Z,PickedUp,Stockholm,Sweden,59.3293,18.0686,Linda Rasmussen,Oak St 46,Oslo,72299,Norway,59.9139,10.7522,"[{""category"": ""Altars"", ""name"": ""Tallinn Kids"", ""size"": ""40"", ""qty"": 1}, {""category"": ""GenZ Pros"", ""name"": ""Emerald Green"", ""size"": ""42"", ""qty"": 1}, {""category"": ""Altars"", ""name"": ""Midnight Black"", ""size"": ""40"", ""qty"": 2}]",3.44,,,,,
b515cc2e-dffd-4cc4-bf85-9d9f258261ed,DPD,2025-06-03T08:52:33.216626Z,Routing,Stockholm,Sweden,59.3293,18.0686,Linda Rasmussen,Oak St 46,Oslo,72299,Norway,59.9139,10.7522,"[{""category"": ""Altars"", ""name"": ""Tallinn Kids"", ""size"": ""40"", ""qty"": 1}, {""category"": ""GenZ Pros"", ""name"": ""Emerald Green"", ""size"": ""42"", ""qty"": 1}, {""category"": ""Altars"", ""name"": ""Midnight Black"", ""size"": ""40"", ""qty"": 2}]",3.44,,,,,
b515cc2e-dffd-4cc4-bf85-9d9f258261ed,DPD,2025-06-04T11:21:01.196420Z,Delivered,Stockholm,Sweden,59.3293,18.0686,Linda Rasmussen,Oak St 46,Oslo,72299,Norway,59.9139,10.7522,"[{""category"": ""Altars"", ""name"": ""Tallinn Kids"", ""size"": ""40"", ""qty"": 1}, {""category"": ""GenZ Pros"", ""name"": ""Emerald Green"", ""size"": ""42"", ""qty"": 1}, {""category"": ""Altars"", ""name"": ""Midnight Black"", ""size"": ""40"", ""qty"": 2}]",3.44,,,,,
45549463-5477-4b99-b249-fed3e0ed8e7b,DPD,2025-05-03T23:30:22.640786Z,Dispatched,Tallinn,Estonia,59.437,24.7536,Daniel Soto,High St 85,Budapest,32057,Hungary,47.4979,19.0402,"[{""category"": ""Colours"", ""name"": ""Unicorn Spark"", ""size"": ""42"", ""qty"": 2}]",2.16,,,,,
45549463-5477-4b99-b249-fed3e0ed8e7b,DPD,2025-05-11T01:56:19.893577Z,PickedUp,Tallinn,Estonia,59.437,24.7536,Daniel Soto,High St 85,Budapest,32057,Hungary,47.4979,19.0402,"[{""category"": ""Colours"", ""name"": ""Unicorn Spark"", ""size"": ""42"", ""qty"": 2}]",2.16,,,,,
45549463-5477-4b99-b249-fed3e0ed8e7b,DPD,2025-05-14T02:55:31.344721Z,Routing,Tallinn,Estonia,59.437,24.7536,Daniel Soto,High St 85,Budapest,32057,Hungary,47.4979,19.0402,"[{""category"": ""Colours"", ""name"": ""Unicorn Spark"", ""size"": ""42"", ""qty"": 2}]",2.16,,,,,
45549463-5477-4b99-b249-fed3e0ed8e7b,DPD,2025-05-15T16:49:35.725331Z,Delivered,Tallinn,Estonia,59.437,24.7536,Daniel Soto,High St 85,Budapest,32057,Hungary,47.4979,19.0402,"[{""category"": ""Colours"", ""name"": ""Unicorn Spark"", ""size"": ""42"", ""qty"": 2}]",2.16,,,,,
09c6685c-5ca5-4761-9e1c-dd91afe09d92,DPD,2025-05-04T19:47:53.255702Z,Dispatched,Tallinn,Estonia,59.437,24.7536,Michelle Rubio,Maple Ave 106,Tartu,84957,Estonia,58.3776,26.729,"[{""category"": ""Altars"", ""name"": ""Vivid Runner"", ""size"": ""42"", ""qty"": 2}]",1.93,,,,,
09c6685c-5ca5-4761-9e1c-dd91afe09d92,DPD,2025-05-08T11:19:35.113122Z,PickedUp,Tallinn,Estonia,59.437,24.7536,Michelle Rubio,Maple Ave 106,Tartu,84957,Estonia,58.3776,26.729,"[{""category"": ""Altars"", ""name"": ""Vivid Runner"", ""size"": ""42"", ""qty"": 2}]",1.93,,,,,
09c6685c-5ca5-4761-9e1c-dd91afe09d92,DPD,2025-05-14T07:55:09.119214Z,Routing,Tallinn,Estonia,59.437,24.7536,Michelle Rubio,Maple Ave 106,Tartu,84957,Estonia,58.3776,26.729,"[{""category"": ""Altars"", ""name"": ""Vivid Runner"", ""size"": ""42"", ""qty"": 2}]",1.93,,,,,
09c6685c-5ca5-4761-9e1c-dd91afe09d92,DPD,2025-05-15T10:37:10.302014Z,Delivered,Tallinn,Estonia,59.437,24.7536,Michelle Rubio,Maple Ave 106,Tartu,84957,Estonia,58.3776,26.729,"[{""category"": ""Altars"", ""name"": ""Vivid Runner"", ""size"": ""42"", ""qty"": 2}]",1.93,,,,,
9fe478d6-82b0-4fe2-bba8-950adc707f92,DPD,2025-05-08T15:49:50.215301Z,Dispatched,Berlin,Germany,52.52,13.405,Kelsey Ruiz,Maple Ave 191,Tartu,85839,Estonia,58.3776,26.729,"[{""category"": ""GenZ Pros"", ""name"": ""Sunshine Yellow"", ""size"": ""40"", ""qty"": 1}]",0.99,,,,,
9fe478d6-82b0-4fe2-bba8-950adc707f92,DPD,2025-05-13T16:35:51.805534Z,PickedUp,Berlin,Germany,52.52,13.405,Kelsey Ruiz,Maple Ave 191,Tartu,85839,Estonia,58.3776,26.729,"[{""category"": ""GenZ Pros"", ""name"": ""Sunshine Yellow"", ""size"": ""40"", ""qty"": 1}]",0.99,,,,,
9fe478d6-82b0-4fe2-bba8-950adc707f92,DPD,2025-05-15T11:46:19.135169Z,Routing,Berlin,Germany,52.52,13.405,Kelsey Ruiz,Maple Ave 191,Tartu,85839,Estonia,58.3776,26.729,"[{""category"": ""GenZ Pros"", ""name"": ""Sunshine Yellow"", ""size"": ""40"", ""qty"": 1}]",0.99,,,,,
9fe478d6-82b0-4fe2-bba8-950adc707f92,DPD,2025-05-16T06:37:32.384223Z,Delivered,Berlin,Germany,52.52,13.405,Kelsey Ruiz,Maple Ave 191,Tartu,85839,Estonia,58.3776,26.729,"[{""category"": ""GenZ Pros"", ""name"": ""Sunshine Yellow"", ""size"": ""40"", ""qty"": 1}]",0.99,,,,,
e310099e-ae5e-499f-a699-750fe30db059,DPD,2025-05-22T02:41:42.673952Z,Dispatched,Tallinn,Estonia,59.437,24.7536,William Miller,High St 135,Brussels,27437,Belgium,50.8503,4.3517,"[{""category"": ""Colours"", ""name"": ""Vivid Runner"", ""size"": ""40"", ""qty"": 1}]",0.97,,,,,
e310099e-ae5e-499f-a699-750fe30db059,DPD,2025-05-25T05:32:49.416837Z,PickedUp,Tallinn,Estonia,59.437,24.7536,William Miller,High St 135,Brussels,27437,Belgium,50.8503,4.3517,"[{""category"": ""Colours"", ""name"": ""Vivid Runner"", ""size"": ""40"", ""qty"": 1}]",0.97,,,,,
e310099e-ae5e-499f-a699-750fe30db059,DPD,2025-05-30T07:04:50.260265Z,Routing,Tallinn,Estonia,59.437,24.7536,William Miller,High St 135,Brussels,27437,Belgium,50.8503,4.3517,"[{""category"": ""Colours"", ""name"": ""Vivid Runner"", ""size"": ""40"", ""qty"": 1}]",0.97,,,,,
e310099e-ae5e-499f-a699-750fe30db059,DPD,2025-06-02T04:19:45.915892Z,Delivered,Tallinn,Estonia,59.437,24.7536,William Miller,High St 135,Brussels,27437,Belgium,50.8503,4.3517,"[{""category"": ""Colours"", ""name"": ""Vivid Runner"", ""size"": ""40"", ""qty"": 1}]",0.97,,,,,
2638c6c9-ec6c-4b59-8fab-eb792e8b1813,DPD,2025-05-15T14:16:54.417241Z,Dispatched,Berlin,Germany,52.52,13.405,Catherine Ray,Main St 35,Brussels,23338,Belgium,50.8503,4.3517,"[{""category"": ""GenZ Pros"", ""name"": ""Berlin Classic"", ""size"": ""44"", ""qty"": 2}, {""category"": ""Altars"", ""name"": ""Vivid Runner"", ""size"": ""44"", ""qty"": 2}]",3.41,,,,,
2638c6c9-ec6c-4b59-8fab-eb792e8b1813,DPD,2025-05-19T08:47:10.762686Z,PickedUp,Berlin,Germany,52.52,13.405,Catherine Ray,Main St 35,Brussels,23338,Belgium,50.8503,4.3517,"[{""category"": ""GenZ Pros"", ""name"": ""Berlin Classic"", ""size"": ""44"", ""qty"": 2}, {""category"": ""Altars"", ""name"": ""Vivid Runner"", ""size"": ""44"", ""qty"": 2}]",3.41,,,,,
2638c6c9-ec6c-4b59-8fab-eb792e8b1813,DPD,2025-05-22T19:27:27.396175Z,Routing,Berlin,Germany,52.52,13.405,Catherine Ray,Main St 35,Brussels,23338,Belgium,50.8503,4.3517,"[{""category"": ""GenZ Pros"", ""name"": ""Berlin Classic"", ""size"": ""44"", ""qty"": 2}, {""category"": ""Altars"", ""name"": ""Vivid Runner"", ""size"": ""44"", ""qty"": 2}]",3.41,,,,,
2638c6c9-ec6c-4b59-8fab-eb792e8b1813,DPD,2025-05-24T08:53:36.261038Z,Delivered,Berlin,Germany,52.52,13.405,Catherine Ray,Main St 35,Brussels,23338,Belgium,50.8503,4.3517,"[{""category"": ""GenZ Pros"", ""name"": ""Berlin Classic"", ""size"": ""44"", ""qty"": 2}, {""category"": ""Altars"", ""name"": ""Vivid Runner"", ""size"": ""44"", ""qty"": 2}]",3.41,,,,,
1080f290-948f-43c2-abfc-47086515c034,DPD,2025-05-26T12:40:37.531931Z,Dispatched,Berlin,Germany,52.52,13.405,Lori Reed,High St 102,Helsinki,53102,Finland,60.1699,24.9384,"[{""category"": ""Kids"", ""name"": ""Unicorn Spark"", ""size"": ""38"", ""qty"": 1}, {""category"": ""Colours"", ""name"": ""Vivid Runner"", ""size"": ""44"", ""qty"": 2}, {""category"": ""Kids"", ""name"": ""Vivid Runner"", ""size"": ""36"", ""qty"": 2}]",5.22,,,,,
1080f290-948f-43c2-abfc-47086515c034,DPD,2025-05-27T00:26:08.352541Z,Cancelled,Berlin,Germany,52.52,13.405,Lori Reed,High St 102,Helsinki,53102,Finland,60.1699,24.9384,"[{""category"": ""Kids"", ""name"": ""Unicorn Spark"", ""size"": ""38"", ""qty"": 1}, {""category"": ""Colours"", ""name"": ""Vivid Runner"", ""size"": ""44"", ""qty"": 2}, {""category"": ""Kids"", ""name"": ""Vivid Runner"", ""size"": ""36"", ""qty"": 2}]",5.22,Shipment cancelled before pickup,PrePickup,,,
a5da334b-0ef4-4c46-acbb-37d7b5971dd2,DPD,2025-05-20T17:48:51.016659Z,Dispatched,Berlin,Germany,52.52,13.405,James Wiggins,Elm St 126,Rome,74668,Italy,41.9028,12.4964,"[{""category"": ""Kids"", ""name"": ""Rainbow Dream"", ""size"": ""38"", ""qty"": 1}, {""category"": ""GenZ Pros"", ""name"": ""Stockholm Modern"", ""size"": ""40"", ""qty"": 1}]",2.1,,,,,
a5da334b-0ef4-4c46-acbb-37d7b5971dd2,DPD,2025-05-22T18:12:22.727588Z,PickedUp,Berlin,Germany,52.52,13.405,James Wiggins,Elm St 126,Rome,74668,Italy,41.9028,12.4964,"[{""category"": ""Kids"", ""name"": ""Rainbow Dream"", ""size"": ""38"", ""qty"": 1}, {""category"": ""GenZ Pros"", ""name"": ""Stockholm Modern"", ""size"": ""40"", ""qty"": 1}]",2.1,,,,,
a5da334b-0ef4-4c46-acbb-37d7b5971dd2,DPD,2025-05-24T06:11:58.672722Z,Routing,Berlin,Germany,52.52,13.405,James Wiggins,Elm St 126,Rome,74668,Italy,41.9028,12.4964,"[{""category"": ""Kids"", ""name"": ""Rainbow Dream"", ""size"": ""38"", ""qty"": 1}, {""category"": ""GenZ Pros"", ""name"": ""Stockholm Modern"", ""size"": ""40"", ""qty"": 1}]",2.1,,,,,
a5da334b-0ef4-4c46-acbb-37d7b5971dd2,DPD,2025-05-25T03:24:01.419502Z,Delivered,Berlin,Germany,52.52,13.405,James Wiggins,Elm St 126,Rome,74668,Italy,41.9028,12.4964,"[{""category"": ""Kids"", ""name"": ""Rainbow Dream"", ""size"": ""38"", ""qty"": 1}, {""category"": ""GenZ Pros"", ""name"": ""Stockholm Modern"", ""size"": ""40"", ""qty"": 1}]",2.1,,,,,
33ec1535-819d-4dfa-8fd4-a30a5c336d44,DPD,2025-05-18T15:34:13.446132Z,Dispatched,Stockholm,Sweden,59.3293,18.0686,Trevor Hernandez,Elm St 105,Paris,97989,France,48.8566,2.3522,"[{""category"": ""Kids"", ""name"": ""Berlin Classic"", ""size"": ""38"", ""qty"": 1}, {""category"": ""Altars"", ""name"": ""Rainbow Dream"", ""size"": ""44"", ""qty"": 1}, {""category"": ""Colours"", ""name"": ""Sunshine Yellow"", ""size"": ""36"", ""qty"": 1}]",3.42,,,,,
33ec1535-819d-4dfa-8fd4-a30a5c336d44,DPD,2025-05-24T15:04:31.151226Z,PickedUp,Stockholm,Sweden,59.3293,18.0686,Trevor Hernandez,Elm St 105,Paris,97989,France,48.8566,2.3522,"[{""category"": ""Kids"", ""name"": ""Berlin Classic"", ""size"": ""38"", ""qty"": 1}, {""category"": ""Altars"", ""name"": ""Rainbow Dream"", ""size"": ""44"", ""qty"": 1}, {""category"": ""Colours"", ""name"": ""Sunshine Yellow"", ""size"": ""36"", ""qty"": 1}]",3.42,,,,,
33ec1535-819d-4dfa-8fd4-a30a5c336d44,DPD,2025-06-07T01:07:52.231986Z,Routing,Stockholm,Sweden,59.3293,18.0686,Trevor Hernandez,Elm St 105,Paris,97989,France,48.8566,2.3522,"[{""category"": ""Kids"", ""name"": ""Berlin Classic"", ""size"": ""38"", ""qty"": 1}, {""category"": ""Altars"", ""name"": ""Rainbow Dream"", ""size"": ""44"", ""qty"": 1}, {""category"": ""Colours"", ""name"": ""Sunshine Yellow"", ""size"": ""36"", ""qty"": 1}]",3.42,Rerouted due to logistics issue,,3.0,,
33ec1535-819d-4dfa-8fd4-a30a5c336d44,DPD,2025-06-09T07:51:42.029441Z,Delivered,Stockholm,Sweden,59.3293,18.0686,Trevor Hernandez,Elm St 105,Paris,97989,France,48.8566,2.3522,"[{""category"": ""Kids"", ""name"": ""Berlin Classic"", ""size"": ""38"", ""qty"": 1}, {""category"": ""Altars"", ""name"": ""Rainbow Dream"", ""size"": ""44"", ""qty"": 1}, {""category"": ""Colours"", ""name"": ""Sunshine Yellow"", ""size"": ""36"", ""qty"": 1}]",3.42,,,,,
648e2466-a2a0-491a-8511-cc994b691f3b,DPD,2025-05-22T20:30:30.532340Z,Dispatched,Tallinn,Estonia,59.437,24.7536,George Fuentes,Maple Ave 73,Gothenburg,77605,Sweden,57.7089,11.9746,"[{""category"": ""Altars"", ""name"": ""Tallinn Kids"", ""size"": ""36"", ""qty"": 1}, {""category"": ""Kids"", ""name"": ""Stockholm Modern"", ""size"": ""40"", ""qty"": 2}]",3.18,,,,,
648e2466-a2a0-491a-8511-cc994b691f3b,DPD,2025-05-30T11:00:05.168922Z,PickedUp,Tallinn,Estonia,59.437,24.7536,George Fuentes,Maple Ave 73,Gothenburg,77605,Sweden,57.7089,11.9746,"[{""category"": ""Altars"", ""name"": ""Tallinn Kids"", ""size"": ""36"", ""qty"": 1}, {""category"": ""Kids"", ""name"": ""Stockholm Modern"", ""size"": ""40"", ""qty"": 2}]",3.18,,,,,
648e2466-a2a0-491a-8511-cc994b691f3b,DPD,2025-06-06T13:35:29.355433Z,Routing,Tallinn,Estonia,59.437,24.7536,George Fuentes,Maple Ave 73,Gothenburg,77605,Sweden,57.7089,11.9746,"[{""category"": ""Altars"", ""name"": ""Tallinn Kids"", ""size"": ""36"", ""qty"": 1}, {""category"": ""Kids"", ""name"": ""Stockholm Modern"", ""size"": ""40"", ""qty"": 2}]",3.18,,,,,
648e2466-a2a0-491a-8511-cc994b691f3b,DPD,2025-06-08T22:57:21.890822Z,Delivered,Tallinn,Estonia,59.437,24.7536,George Fuentes,Maple Ave 73,Gothenburg,77605,Sweden,57.7089,11.9746,"[{""category"": ""Altars"", ""name"": ""Tallinn Kids"", ""size"": ""36"", ""qty"": 1}, {""category"": ""Kids"", ""name"": ""Stockholm Modern"", ""size"": ""40"", ""qty"": 2}]",3.18,,,,,
5e2d36f5-11ac-4d1a-be54-6dbd03eab7a3,DPD,2025-05-30T01:26:58.254130Z,Dispatched,Stockholm,Sweden,59.3293,18.0686,Megan Nielsen,Oak St 29,Oslo,75654,Norway,59.9139,10.7522,"[{""category"": ""Kids"", ""name"": ""Unicorn Spark"", ""size"": ""44"", ""qty"": 1}, {""category"": ""Kids"", ""name"": ""Emerald Green"", ""size"": ""42"", ""qty"": 1}]",1.97,,,,,
